Model,Dataset,N,K,Rep,X_bounds,initevals,maxgenomelen,maxcohortlen,Time,Rsq_train,Rsq_test
Magpie,485_analcatdata_vehicle,48,4,2,train,5000.0,30,7,55.44543504714966,0.5135513459286002,0.5675488574947621
Magpie,485_analcatdata_vehicle,48,4,3,train,5000.0,30,7,26.82101321220398,0.7215404826427946,0.4771831650319692
Magpie,485_analcatdata_vehicle,48,4,4,train,5000.0,30,7,46.754034996032715,0.580880785508435,0.596431951539052
Magpie,485_analcatdata_vehicle,48,4,0,test,5000.0,30,7,48.37214279174805,0.7844234993485926,0.495670889442292
Magpie,485_analcatdata_vehicle,48,4,1,test,5000.0,30,7,38.21566009521485,0.7499158905131197,0.5543490947951025
Magpie,485_analcatdata_vehicle,48,4,2,test,5000.0,30,7,55.43602800369263,0.5135513459286002,0.5675488574947621
Magpie,485_analcatdata_vehicle,48,4,3,test,5000.0,30,7,26.79015302658081,0.7215404826427946,0.4771831650319692
Magpie,485_analcatdata_vehicle,48,4,4,test,5000.0,30,7,46.77069425582886,0.580880785508435,0.596431951539052
Magpie,485_analcatdata_vehicle,48,4,0,,10000.0,30,7,32.97307109832764,0.7841521287689697,0.4967397803448869
Magpie,485_analcatdata_vehicle,48,4,1,,10000.0,30,7,35.66552495956421,0.6859943465727438,0.7175895926638518
Magpie,485_analcatdata_vehicle,48,4,2,,10000.0,30,7,33.47256278991699,0.7448079617726869,0.5364555940398784
Magpie,485_analcatdata_vehicle,48,4,3,,10000.0,30,7,46.24932026863098,0.6124800891400546,0.6054831224599936
Magpie,485_analcatdata_vehicle,48,4,4,,10000.0,30,7,32.07010197639465,0.7738301823529576,0.4927810776159718
Magpie,485_analcatdata_vehicle,48,4,0,train,10000.0,30,7,38.50071597099304,0.7852166178493614,0.5096678096510283
Magpie,485_analcatdata_vehicle,48,4,1,train,10000.0,30,7,37.42765188217163,0.6602952344072117,0.6999989495140115
Magpie,485_analcatdata_vehicle,48,4,2,train,10000.0,30,7,39.131006956100464,0.5135513442758581,0.5675488568657823
Magpie,485_analcatdata_vehicle,48,4,3,train,10000.0,30,7,43.173367977142334,0.6124800890871572,0.605483122563462
Magpie,485_analcatdata_vehicle,48,4,4,train,10000.0,30,7,32.125311851501465,0.6118553265584885,0.6050587658444329
Magpie,485_analcatdata_vehicle,48,4,0,test,10000.0,30,7,38.50199484825134,0.7852166178493614,0.5096678096510283
Magpie,485_analcatdata_vehicle,48,4,1,test,10000.0,30,7,37.46516489982605,0.6602952344072117,0.6999989495140115
Magpie,485_analcatdata_vehicle,48,4,2,test,10000.0,30,7,38.953969955444336,0.5135513442758581,0.5675488568657823
Magpie,485_analcatdata_vehicle,48,4,3,test,10000.0,30,7,43.06767892837525,0.6124800890871572,0.605483122563462
Magpie,485_analcatdata_vehicle,48,4,4,test,10000.0,30,7,32.23085379600525,0.6118553265584885,0.6050587658444329
FFX,1096_FacultySalaries,50,4,0,,,30,7,4.2869791984558105,0.9978062135454028,-4.399211810544333
PySR,1096_FacultySalaries,50,4,0,,,30,7,4.681328773498535,0.8547987102423801,0.9378993276797396
PySR,1096_FacultySalaries,50,4,1,,,30,7,3.778416872024536,0.918675098760747,0.8112705759853585
PySR,1096_FacultySalaries,50,4,2,,,30,7,3.756456851959229,0.8586220920585512,0.920267257194846
PySR,1096_FacultySalaries,50,4,3,,,30,7,3.8419981002807617,0.933702346165358,0.911460757589758
PySR,1096_FacultySalaries,50,4,4,,,30,7,3.841985940933227,0.9612301078908336,0.9237818438880704
Magpie,1096_FacultySalaries,50,4,0,,1000.0,30,7,63.71283197402954,0.8460644307046499,0.8935511663261722
Magpie,1096_FacultySalaries,50,4,1,,1000.0,30,7,36.84189009666443,0.8416484610974176,0.9560343620042264
Magpie,1096_FacultySalaries,50,4,2,,1000.0,30,7,59.62576532363891,0.8477287517408405,0.9560077959919708
Magpie,1096_FacultySalaries,50,4,3,,1000.0,30,7,34.82277202606201,0.7496790243840088,0.8761000748071138
Magpie,1096_FacultySalaries,50,4,4,,1000.0,30,7,65.58079695701599,0.7491399011664528,0.8750706927955716
Magpie,1096_FacultySalaries,50,4,0,train,1000.0,30,7,38.612699031829834,0.8531052898045456,0.904261094177538
Magpie,1096_FacultySalaries,50,4,1,train,1000.0,30,7,45.85531806945801,0.832706647057099,0.9498964735614336
Magpie,1096_FacultySalaries,50,4,2,train,1000.0,30,7,54.96892428398132,0.8391290778391851,0.971399773743699
Magpie,1096_FacultySalaries,50,4,3,train,1000.0,30,7,34.823472023010254,0.7754226992515794,0.8627967405250765
Magpie,1096_FacultySalaries,50,4,4,train,1000.0,30,7,39.005630016326904,0.8550342825935193,0.9539288684819828
Magpie,1096_FacultySalaries,50,4,0,test,1000.0,30,7,38.40139698982239,0.8531052898045456,0.904261094177538
Magpie,1096_FacultySalaries,50,4,1,test,1000.0,30,7,45.887946128845215,0.832706647057099,0.9498964735614336
Magpie,1096_FacultySalaries,50,4,2,test,1000.0,30,7,54.831515312194824,0.8391290778391851,0.971399773743699
Magpie,1096_FacultySalaries,50,4,3,test,1000.0,30,7,64.67351198196411,0.7496790246096153,0.876100075296028
Magpie,1096_FacultySalaries,50,4,4,test,1000.0,30,7,39.04555535316467,0.8550342825935193,0.9539288684819828
Magpie,1096_FacultySalaries,50,4,0,,5000.0,30,7,55.87106394767761,0.7752618021042958,0.862471125152958
Magpie,1096_FacultySalaries,50,4,1,,5000.0,30,7,41.26513385772705,0.8327066472863595,0.9498964748686622
Magpie,1096_FacultySalaries,50,4,2,,5000.0,30,7,38.53352069854736,0.8428081868164063,0.9675614716265802
Magpie,1096_FacultySalaries,50,4,3,,5000.0,30,7,48.5028600692749,0.7754226992515794,0.8627967405250765
Magpie,1096_FacultySalaries,50,4,4,,5000.0,30,7,68.93377923965454,0.7491399007057928,0.8750706919996969
Magpie,1096_FacultySalaries,50,4,0,train,5000.0,30,7,58.80397391319275,0.7752618021031471,0.8624711251509898
Magpie,1096_FacultySalaries,50,4,1,train,5000.0,30,7,33.11258602142334,0.8416484610875381,0.956034362213508
Magpie,1096_FacultySalaries,50,4,2,train,5000.0,30,7,36.148566007614136,0.8381457408516033,0.9624044544972172
Magpie,1096_FacultySalaries,50,4,3,train,5000.0,30,7,50.66579794883728,0.7754226992515794,0.8627967405250765
Magpie,1096_FacultySalaries,50,4,4,train,5000.0,30,7,49.99756979942322,0.8468229813159027,0.9625293774180728
Magpie,1096_FacultySalaries,50,4,0,test,5000.0,30,7,58.940268754959106,0.7752618021031471,0.8624711251509898
Magpie,1096_FacultySalaries,50,4,1,test,5000.0,30,7,33.1343629360199,0.8416484610875381,0.956034362213508
Magpie,1096_FacultySalaries,50,4,2,test,5000.0,30,7,40.230735778808594,0.8381457408516033,0.9624044544972172
Magpie,1096_FacultySalaries,50,4,3,test,5000.0,30,7,52.54153776168823,0.7496790243565143,0.8761000747475307
Magpie,1096_FacultySalaries,50,4,4,test,5000.0,30,7,50.334627866744995,0.8468229813159027,0.9625293774180728
Magpie,1096_FacultySalaries,50,4,0,,10000.0,30,7,50.6439208984375,0.8585214153758927,0.9067530339078242
Magpie,1096_FacultySalaries,50,4,1,,10000.0,30,7,25.964534044265747,0.8329597023529568,0.9457858909646556
Magpie,1096_FacultySalaries,50,4,2,,10000.0,30,7,35.19321084022522,0.8473701945059846,0.9400729035705624
Magpie,1096_FacultySalaries,50,4,3,,10000.0,30,7,29.899253129959103,0.7754226992515794,0.8627967405250765
Magpie,1096_FacultySalaries,50,4,4,,10000.0,30,7,54.51397705078125,0.7754866051665129,0.8631022580307445
Magpie,1096_FacultySalaries,50,4,0,train,10000.0,30,7,40.90101599693298,0.7752618021031471,0.8624711251509898
Magpie,1096_FacultySalaries,50,4,1,train,10000.0,30,7,30.200927019119263,0.8416484615862145,0.9560343640342686
Magpie,1096_FacultySalaries,50,4,2,train,10000.0,30,7,31.09044909477234,0.8473701945062975,0.9400729035689702
Magpie,1096_FacultySalaries,50,4,3,train,10000.0,30,7,31.843338012695312,0.7754226992515794,0.8627967405250765
Magpie,1096_FacultySalaries,50,4,4,train,10000.0,30,7,56.151506185531616,0.7491399007057928,0.8750706919996969
Magpie,1096_FacultySalaries,50,4,0,test,10000.0,30,7,40.21960687637329,0.8513946159645984,0.8967427060176614
Magpie,1096_FacultySalaries,50,4,1,test,10000.0,30,7,30.03787589073181,0.8416484615862145,0.9560343640342686
Magpie,1096_FacultySalaries,50,4,2,test,10000.0,30,7,30.34989094734192,0.8473701945062975,0.9400729035689702
Magpie,1096_FacultySalaries,50,4,3,test,10000.0,30,7,38.68408703804016,0.7754226992515794,0.8627967405250765
Magpie,1096_FacultySalaries,50,4,4,test,10000.0,30,7,54.92063093185425,0.7491399007057928,0.8750706919996969
FFX,687_sleuth_ex1605,62,5,0,,,30,7,6.481053829193115,0.9983721199694976,-2.699620119539483
PySR,687_sleuth_ex1605,62,5,0,,,30,7,6.557794094085693,0.7472841870376329,0.2696085752539758
PySR,687_sleuth_ex1605,62,5,1,,,30,7,4.86338472366333,0.7472841865276418,0.2696175022139362
PySR,687_sleuth_ex1605,62,5,2,,,30,7,5.138553857803345,0.706836416140343,0.3517509918338453
PySR,687_sleuth_ex1605,62,5,3,,,30,7,4.837323904037476,0.7472841754504287,0.2696110866698826
PySR,687_sleuth_ex1605,62,5,4,,,30,7,4.568624019622803,0.7472838566510309,0.2698098741486069
Magpie,687_sleuth_ex1605,62,5,0,,1000.0,30,7,54.233885049819946,0.6223234202302471,0.3603584442646333
Magpie,687_sleuth_ex1605,62,5,1,,1000.0,30,7,51.47173810005188,0.7461882806790499,-0.0434042300558232
Magpie,687_sleuth_ex1605,62,5,2,,1000.0,30,7,61.29358530044556,0.7188865622953187,0.3388337986934537
Magpie,687_sleuth_ex1605,62,5,3,,1000.0,30,7,67.66204285621643,0.7394865568962359,0.3358990596840137
Magpie,687_sleuth_ex1605,62,5,4,,1000.0,30,7,56.22259283065796,0.4480423942777559,-0.079121271353949
Magpie,687_sleuth_ex1605,62,5,0,train,1000.0,30,7,49.34440612792969,0.6223234202302471,0.3603584442646333
Magpie,687_sleuth_ex1605,62,5,1,train,1000.0,30,7,55.42942690849304,0.6559714194373295,0.3949788328205104
Magpie,687_sleuth_ex1605,62,5,2,train,1000.0,30,7,62.77033805847168,0.7473654722248655,0.2238280947035166
Magpie,687_sleuth_ex1605,62,5,3,train,1000.0,30,7,60.44903230667114,0.7394865544915655,0.3358990671610555
Magpie,687_sleuth_ex1605,62,5,4,train,1000.0,30,7,44.58454179763794,0.4480423942777559,-0.079121271353949
Magpie,687_sleuth_ex1605,62,5,0,test,1000.0,30,7,29.73004794120789,0.6223234202302471,0.3603584442646333
Magpie,687_sleuth_ex1605,62,5,1,test,1000.0,30,7,42.883782148361206,0.654017639886904,0.3940234318879753
Magpie,687_sleuth_ex1605,62,5,2,test,1000.0,30,7,74.31403088569641,0.716993220431182,0.3071755409628565
Magpie,687_sleuth_ex1605,62,5,3,test,1000.0,30,7,56.39898896217346,0.7349032057529981,0.3424169260710789
Magpie,687_sleuth_ex1605,62,5,4,test,1000.0,30,7,58.94102215766907,0.4480423942777559,-0.079121271353949
Magpie,687_sleuth_ex1605,62,5,0,,5000.0,30,7,62.34251022338867,0.6223234202302471,0.3603584442646333
Magpie,687_sleuth_ex1605,62,5,1,,5000.0,30,7,49.873920917510986,0.7366830453143292,0.2628221313210308
Magpie,687_sleuth_ex1605,62,5,2,,5000.0,30,7,42.28781986236572,0.7451628770066978,0.2199820939365488
Magpie,687_sleuth_ex1605,62,5,3,,5000.0,30,7,48.93115425109863,0.7207250114854795,0.306070292429933
Magpie,687_sleuth_ex1605,62,5,4,,5000.0,30,7,44.35359287261963,0.4702985339174031,-0.0388816450420024
Magpie,687_sleuth_ex1605,62,5,0,train,5000.0,30,7,52.06355595588684,0.6223234202302471,0.3603584442646333
Magpie,687_sleuth_ex1605,62,5,1,train,5000.0,30,7,32.13299798965454,0.7292959497708141,0.279880138360278
Magpie,687_sleuth_ex1605,62,5,2,train,5000.0,30,7,40.68027997016907,0.6325633205189634,0.4386277263195507
Magpie,687_sleuth_ex1605,62,5,3,train,5000.0,30,7,45.23585104942322,0.7481608122390877,0.3055441469520783
Magpie,687_sleuth_ex1605,62,5,4,train,5000.0,30,7,39.27390909194946,0.4702985339174031,-0.0388816450420024
Magpie,687_sleuth_ex1605,62,5,0,test,5000.0,30,7,49.23439908027649,0.6223234202302471,0.3603584442646333
Magpie,687_sleuth_ex1605,62,5,1,test,5000.0,30,7,33.491512060165405,0.7291416330567342,0.2803389835452128
Magpie,687_sleuth_ex1605,62,5,2,test,5000.0,30,7,41.62917399406433,0.7110371644862636,0.4078630808305057
Magpie,687_sleuth_ex1605,62,5,3,test,5000.0,30,7,40.66168594360352,0.7402375692116955,0.3360882923733028
Magpie,687_sleuth_ex1605,62,5,4,test,5000.0,30,7,40.64103412628174,0.4177016252085959,-0.1364848643687355
Magpie,687_sleuth_ex1605,62,5,0,,10000.0,30,7,34.71391296386719,0.6223234202302471,0.3603584442646333
Magpie,687_sleuth_ex1605,62,5,1,,10000.0,30,7,32.87064981460571,0.7373715853897652,0.2608020208697127
Magpie,687_sleuth_ex1605,62,5,2,,10000.0,30,7,37.04901099205017,0.7192093716071319,0.3824443462431511
Magpie,687_sleuth_ex1605,62,5,3,,10000.0,30,7,32.516056060791016,0.6993950410509792,0.3500278178247675
Magpie,687_sleuth_ex1605,62,5,4,,10000.0,30,7,40.61703705787659,0.4702985339174031,-0.0388816450420024
Magpie,687_sleuth_ex1605,62,5,0,train,10000.0,30,7,40.10254883766174,0.6302048418359156,0.3970900262377946
Magpie,687_sleuth_ex1605,62,5,1,train,10000.0,30,7,39.24076318740845,0.7369677834039874,0.2400989577246641
Magpie,687_sleuth_ex1605,62,5,2,train,10000.0,30,7,39.03066420555115,0.7500520350055764,0.2352328607467705
Magpie,687_sleuth_ex1605,62,5,3,train,10000.0,30,7,29.64109706878662,0.6993948759316646,0.3500286481518063
Magpie,687_sleuth_ex1605,62,5,4,train,10000.0,30,7,35.53052806854248,0.4702985339174031,-0.0388816450420024
Magpie,687_sleuth_ex1605,62,5,0,test,10000.0,30,7,36.73050808906555,0.6223234202302471,0.3603584442646333
Magpie,687_sleuth_ex1605,62,5,1,test,10000.0,30,7,30.514594078063965,0.6559714191190021,0.3949788328722251
Magpie,687_sleuth_ex1605,62,5,2,test,10000.0,30,7,46.691410303115845,0.7172818563045464,0.3377505435488824
Magpie,687_sleuth_ex1605,62,5,3,test,10000.0,30,7,39.06962823867798,0.739283419074581,0.3430465276184369
Magpie,687_sleuth_ex1605,62,5,4,test,10000.0,30,7,37.44046187400818,0.4702985339174031,-0.0388816450420024
FFX,706_sleuth_case1202,93,6,0,,,30,7,15.596206903457642,0.9967030449432632,-246.74401564745511
PySR,706_sleuth_case1202,93,6,0,,,30,7,6.829422950744629,0.7484142615509466,0.7373425511924281
PySR,706_sleuth_case1202,93,6,1,,,30,7,4.6040167808532715,0.7484142607329719,0.7373399640999183
PySR,706_sleuth_case1202,93,6,2,,,30,7,4.392294883728027,0.7263663512566398,0.686638272007998
PySR,706_sleuth_case1202,93,6,3,,,30,7,4.831180095672607,0.7484141882021098,0.737355097545338
PySR,706_sleuth_case1202,93,6,4,,,30,7,4.809314012527466,0.7484142599543451,0.7373312155952487
Magpie,706_sleuth_case1202,93,6,0,,1000.0,30,7,43.7491602897644,0.7757177273869671,0.6681018011850435
Magpie,706_sleuth_case1202,93,6,1,,1000.0,30,7,48.627208948135376,0.76949851356237,0.6745012383367421
Magpie,706_sleuth_case1202,93,6,2,,1000.0,30,7,45.17461824417114,0.7527387267278753,0.7354860342670377
Magpie,706_sleuth_case1202,93,6,3,,1000.0,30,7,43.57825207710266,0.7797805393833076,0.5955551301172569
Magpie,706_sleuth_case1202,93,6,4,,1000.0,30,7,56.13979983329773,0.706773956899794,0.5203395393990535
Magpie,706_sleuth_case1202,93,6,0,train,1000.0,30,7,71.96524214744568,0.7786273992587265,0.5509658999687687
Magpie,706_sleuth_case1202,93,6,1,train,1000.0,30,7,62.79005193710327,0.6745562595533405,0.5950952446027563
Magpie,706_sleuth_case1202,93,6,2,train,1000.0,30,7,50.631515979766846,0.7638471096238083,0.6979706295971357
Magpie,706_sleuth_case1202,93,6,3,train,1000.0,30,7,38.13399624824524,0.7806093997289161,0.6050175528550656
Magpie,706_sleuth_case1202,93,6,4,train,1000.0,30,7,54.79041004180908,0.7526215004864213,0.7250327031643466
Magpie,706_sleuth_case1202,93,6,0,test,1000.0,30,7,64.74697399139404,0.7676921873703013,0.4164996560960555
Magpie,706_sleuth_case1202,93,6,1,test,1000.0,30,7,62.01394891738891,0.6745562595533405,0.5950952446027563
Magpie,706_sleuth_case1202,93,6,2,test,1000.0,30,7,61.910372734069824,0.7635918762914709,0.6995490357670617
Magpie,706_sleuth_case1202,93,6,3,test,1000.0,30,7,38.221832275390625,0.7806093997289161,0.6050175528550656
Magpie,706_sleuth_case1202,93,6,4,test,1000.0,30,7,53.755348205566406,0.7526215003661698,0.7250327043006366
Magpie,706_sleuth_case1202,93,6,0,,5000.0,30,7,51.563294887542725,0.6900244227276806,0.6042642630700217
Magpie,706_sleuth_case1202,93,6,1,,5000.0,30,7,41.878852128982544,0.7814477398967983,0.6732587548977015
Magpie,706_sleuth_case1202,93,6,2,,5000.0,30,7,42.545613050460815,0.7688112170467007,0.686709027637141
Magpie,706_sleuth_case1202,93,6,3,,5000.0,30,7,43.216447830200195,0.7806094037534108,0.6050175383908872
Magpie,706_sleuth_case1202,93,6,4,,5000.0,30,7,46.972992181777954,0.8129246765790382,0.7368893803914356
Magpie,706_sleuth_case1202,93,6,0,train,5000.0,30,7,61.27788805961609,0.7252542023382045,0.3661563522056912
Magpie,706_sleuth_case1202,93,6,1,train,5000.0,30,7,47.13960909843445,0.7684027220511106,0.6922200718994866
Magpie,706_sleuth_case1202,93,6,2,train,5000.0,30,7,52.397381067276,0.7674204752369784,0.7034954926708357
Magpie,706_sleuth_case1202,93,6,3,train,5000.0,30,7,39.681509256362915,0.7054458238987817,0.6780192600333306
Magpie,706_sleuth_case1202,93,6,4,train,5000.0,30,7,48.59258008003235,0.7123956801541897,0.7485594328494958
Magpie,706_sleuth_case1202,93,6,0,test,5000.0,30,7,64.1669991016388,0.767735471034226,0.509590053780983
Magpie,706_sleuth_case1202,93,6,1,test,5000.0,30,7,51.09645199775696,0.6804008511472868,0.5603489474814809
