Model,Dataset,N,K,Rep,X_bounds,initevals,maxgenomelen,maxcohortlen,Time,Rsq_train,Rsq_test
Magpie,706_sleuth_case1202,93,6,2,test,5000.0,30,7,43.67658281326294,0.7548143641187353,0.736922858751593
Magpie,706_sleuth_case1202,93,6,3,test,5000.0,30,7,37.22719430923462,0.7843475313998313,0.6524594922461275
Magpie,706_sleuth_case1202,93,6,4,test,5000.0,30,7,48.329649925231934,0.7123956801930308,0.7485594330122359
Magpie,706_sleuth_case1202,93,6,0,,10000.0,30,7,42.01583909988403,0.7202456327314184,0.3669448215953425
Magpie,706_sleuth_case1202,93,6,1,,10000.0,30,7,31.819422960281372,0.6813479703529669,0.5842275220187647
Magpie,706_sleuth_case1202,93,6,2,,10000.0,30,7,33.468085050582886,0.768811218151596,0.6867090251793067
Magpie,706_sleuth_case1202,93,6,3,,10000.0,30,7,30.425253868103027,0.6664178743731697,0.4715103592131694
Magpie,706_sleuth_case1202,93,6,4,,10000.0,30,7,28.806169271469116,0.8129246890206596,0.7368894349878514
Magpie,706_sleuth_case1202,93,6,0,train,10000.0,30,7,39.339983224868774,0.7548931953230577,0.4579143917389182
Magpie,706_sleuth_case1202,93,6,1,train,10000.0,30,7,28.290740966796875,0.6804008512547814,0.560348946503475
Magpie,706_sleuth_case1202,93,6,2,train,10000.0,30,7,33.724679946899414,0.7641768696413178,0.6599545079354261
Magpie,706_sleuth_case1202,93,6,3,train,10000.0,30,7,38.01061296463013,0.7597662135221984,0.700013902458706
Magpie,706_sleuth_case1202,93,6,4,train,10000.0,30,7,35.3238639831543,0.7123956803888353,0.7485594338326376
Magpie,706_sleuth_case1202,93,6,0,test,10000.0,30,7,38.10603594779968,0.7662233192730064,0.4999743886661623
Magpie,706_sleuth_case1202,93,6,1,test,10000.0,30,7,28.892995834350582,0.6804008512547814,0.560348946503475
Magpie,706_sleuth_case1202,93,6,2,test,10000.0,30,7,30.513641119003296,0.7480666973834066,0.7386382982162967
Magpie,706_sleuth_case1202,93,6,3,test,10000.0,30,7,45.71758198738098,0.7597040590417425,0.708905834377064
Magpie,706_sleuth_case1202,93,6,4,test,10000.0,30,7,33.55838704109192,0.7123956801494279,0.7485594328295442
FFX,210_cloud,108,5,0,,,30,7,6.799992084503174,0.976200250088845,0.8174906623627642
PySR,210_cloud,108,5,0,,,30,7,6.276535749435425,0.9284550064689864,0.6347193822763669
PySR,210_cloud,108,5,1,,,30,7,4.644395112991333,0.9398248492913288,0.5735291822889033
PySR,210_cloud,108,5,2,,,30,7,4.641863107681274,0.9398248494221392,0.5735417595631325
PySR,210_cloud,108,5,3,,,30,7,4.239354133605957,0.9396768240280658,0.5730129263144296
PySR,210_cloud,108,5,4,,,30,7,4.19242000579834,0.9400565246642424,0.5772106293666424
Magpie,210_cloud,108,5,0,,1000.0,30,7,35.45158386230469,0.9283082917147816,0.635021018682478
Magpie,210_cloud,108,5,1,,1000.0,30,7,35.53588891029358,0.9401183617349034,0.5430649740901112
Magpie,210_cloud,108,5,2,,1000.0,30,7,39.785313844680786,0.945442833731694,0.656478503715885
Magpie,210_cloud,108,5,3,,1000.0,30,7,42.73565483093262,0.9292126595302412,0.6529565333702405
Magpie,210_cloud,108,5,4,,1000.0,30,7,33.628533124923706,0.9439688963891344,0.6263693493186577
Magpie,210_cloud,108,5,0,train,1000.0,30,7,31.2412588596344,0.940612781882842,0.6587178796334019
Magpie,210_cloud,108,5,1,train,1000.0,30,7,30.8684720993042,0.9335021965393226,0.6640691838215445
Magpie,210_cloud,108,5,2,train,1000.0,30,7,30.032437801361084,0.9456562609511447,0.5808201932024406
Magpie,210_cloud,108,5,3,train,1000.0,30,7,34.99771499633789,0.9275117569410816,0.6327300094591608
Magpie,210_cloud,108,5,4,train,1000.0,30,7,43.67913007736206,0.9433857671712976,0.4789148696131973
Magpie,210_cloud,108,5,0,test,1000.0,30,7,29.635977029800415,0.940612781882842,0.6587178796334019
Magpie,210_cloud,108,5,1,test,1000.0,30,7,34.8965220451355,0.942433509946462,0.6300764288207535
Magpie,210_cloud,108,5,2,test,1000.0,30,7,30.18548560142517,0.9434230264365032,0.6168031221553416
Magpie,210_cloud,108,5,3,test,1000.0,30,7,38.120569705963135,0.9392557678458164,0.5764965910751594
Magpie,210_cloud,108,5,4,test,1000.0,30,7,32.429118394851685,0.942212251758032,0.6310838601833326
Magpie,210_cloud,108,5,0,,5000.0,30,7,27.254610061645508,0.9472823592218924,0.6000370628604934
Magpie,210_cloud,108,5,1,,5000.0,30,7,25.543973922729492,0.9452255657988764,0.5828794951030551
Magpie,210_cloud,108,5,2,,5000.0,30,7,26.9265718460083,0.9431479038482292,0.6021724699787767
Magpie,210_cloud,108,5,3,,5000.0,30,7,24.681273937225345,0.9477884824844864,0.5776290774277113
Magpie,210_cloud,108,5,4,,5000.0,30,7,20.97198796272278,0.9432553050877364,0.6065328559353519
Magpie,210_cloud,108,5,0,train,5000.0,30,7,35.77614188194275,0.9333362030339618,0.631817419620484
Magpie,210_cloud,108,5,1,train,5000.0,30,7,31.01737380027771,0.9199231366083184,0.5713907898418878
Magpie,210_cloud,108,5,2,train,5000.0,30,7,33.98418927192688,0.9404231788748212,0.5919609613129001
Magpie,210_cloud,108,5,3,train,5000.0,30,7,31.33105707168579,0.9421782182149332,0.5980794901360091
Magpie,210_cloud,108,5,4,train,5000.0,30,7,25.883968114852905,0.9434938961832448,0.6074670951206809
Magpie,210_cloud,108,5,0,test,5000.0,30,7,36.32799482345581,0.939853605807476,0.5801168515927722
Magpie,210_cloud,108,5,1,test,5000.0,30,7,34.00996470451355,0.9326045022901522,0.6830828248924863
Magpie,210_cloud,108,5,2,test,5000.0,30,7,31.76091480255127,0.9410954812783662,0.6036474028202075
Magpie,210_cloud,108,5,3,test,5000.0,30,7,32.078667879104614,0.9275117568910244,0.6327300093830661
Magpie,210_cloud,108,5,4,test,5000.0,30,7,27.03764295578003,0.9434938961832448,0.6074670951206809
Magpie,210_cloud,108,5,0,,10000.0,30,7,21.44496512413025,0.9422520483253154,0.6263954129607899
Magpie,210_cloud,108,5,1,,10000.0,30,7,19.858611345291138,0.9359352337798008,0.670617471859861
Magpie,210_cloud,108,5,2,,10000.0,30,7,21.878798246383667,0.9179602569774952,0.402185159170598
Magpie,210_cloud,108,5,3,,10000.0,30,7,22.807374238967896,0.9275117569080203,0.6327300094089028
Magpie,210_cloud,108,5,4,,10000.0,30,7,22.5011088848114,0.944201014965053,0.6167623367296182
Magpie,210_cloud,108,5,0,train,10000.0,30,7,26.275057077407837,0.943917891540094,0.6395969728593334
Magpie,210_cloud,108,5,1,train,10000.0,30,7,19.58530902862549,0.9362154847073626,0.4242692047439431
Magpie,210_cloud,108,5,2,train,10000.0,30,7,21.855649948120117,0.943014098804279,0.6029932606738031
Magpie,210_cloud,108,5,3,train,10000.0,30,7,27.245988130569454,0.9421782182297816,0.5980794897110397
Magpie,210_cloud,108,5,4,train,10000.0,30,7,27.94362092018127,0.9407017153375716,0.6303294149301863
Magpie,210_cloud,108,5,0,test,10000.0,30,7,23.82985997200012,0.9436548200742316,0.6072894649260268
Magpie,210_cloud,108,5,1,test,10000.0,30,7,20.98511791229248,0.9342555894555996,0.6841488609858988
Magpie,210_cloud,108,5,2,test,10000.0,30,7,18.985754013061523,0.943794215692124,0.628578008434338
Magpie,210_cloud,108,5,3,test,10000.0,30,7,20.165024995803833,0.9392557678290584,0.5764965904142723
Magpie,210_cloud,108,5,4,test,10000.0,30,7,24.830209016799927,0.9422813473931791,0.6083627508065045
FFX,678_visualizing_environmental,111,3,0,,,30,7,4.549771070480347,0.7630509543259689,-36.48312112508536
PySR,678_visualizing_environmental,111,3,0,,,30,7,7.0143210887908936,0.3311181895278083,0.4201696180417089
PySR,678_visualizing_environmental,111,3,1,,,30,7,4.776169300079346,0.3311182175663816,0.4201924258757905
PySR,678_visualizing_environmental,111,3,2,,,30,7,4.796107053756714,0.3311182175635121,0.420192204662794
PySR,678_visualizing_environmental,111,3,3,,,30,7,4.994805097579956,0.3311182176250513,0.4201911013133397
PySR,678_visualizing_environmental,111,3,4,,,30,7,4.553838014602661,0.331118217625082,0.4201911135389845
Magpie,678_visualizing_environmental,111,3,0,,1000.0,30,7,77.59199786186218,0.1774625965384146,0.2380204033607781
Magpie,678_visualizing_environmental,111,3,1,,1000.0,30,7,33.04719305038452,0.0462196830205317,-1000000.0
Magpie,678_visualizing_environmental,111,3,2,,1000.0,30,7,57.96046209335327,0.3646143454768349,0.2074446426640621
Magpie,678_visualizing_environmental,111,3,3,,1000.0,30,7,66.7868709564209,0.3693836145280658,0.3368911272141293
Magpie,678_visualizing_environmental,111,3,4,,1000.0,30,7,42.540212869644165,0.3201098699647625,-1000000.0
Magpie,678_visualizing_environmental,111,3,0,train,1000.0,30,7,55.98524212837219,0.1774625966518813,0.2380204039634124
Magpie,678_visualizing_environmental,111,3,1,train,1000.0,30,7,37.35344409942627,0.0462196827097394,-1000000.0
Magpie,678_visualizing_environmental,111,3,2,train,1000.0,30,7,56.26275467872619,0.3733071631706202,0.3140118453153603
Magpie,678_visualizing_environmental,111,3,3,train,1000.0,30,7,56.77160716056824,0.3728784198988689,0.2898698803291507
Magpie,678_visualizing_environmental,111,3,4,train,1000.0,30,7,55.999523878097534,0.2902827380023289,0.390753133432523
Magpie,678_visualizing_environmental,111,3,0,test,1000.0,30,7,59.21070694923401,0.1774625965532986,0.238020403439829
Magpie,678_visualizing_environmental,111,3,1,test,1000.0,30,7,47.186931133270264,0.0029255515981265,-0.0416303144976717
Magpie,678_visualizing_environmental,111,3,2,test,1000.0,30,7,63.58972907066345,0.3722412016319388,0.2876791374413441
Magpie,678_visualizing_environmental,111,3,3,test,1000.0,30,7,39.7282030582428,0.3751152696375952,0.285325972328406
Magpie,678_visualizing_environmental,111,3,4,test,1000.0,30,7,64.01381087303162,0.2144715673700605,0.2407864691441338
Magpie,678_visualizing_environmental,111,3,0,,5000.0,30,7,68.98348689079285,0.1774625965384146,0.2380204033607781
Magpie,678_visualizing_environmental,111,3,1,,5000.0,30,7,51.68894386291504,0.0575039465633312,-1000000.0
Magpie,678_visualizing_environmental,111,3,2,,5000.0,30,7,32.1027557849884,0.3740084738446521,0.3047420125877494
Magpie,678_visualizing_environmental,111,3,3,,5000.0,30,7,32.63992238044739,0.3728784197161073,0.2898698818878941
Magpie,678_visualizing_environmental,111,3,4,,5000.0,30,7,41.63644313812256,0.320109870073888,-1000000.0
Magpie,678_visualizing_environmental,111,3,0,train,5000.0,30,7,63.30446696281433,0.1774625965384146,0.2380204033607781
Magpie,678_visualizing_environmental,111,3,1,train,5000.0,30,7,39.092031955718994,0.0575039464982711,-1000000.0
Magpie,678_visualizing_environmental,111,3,2,train,5000.0,30,7,41.14297103881836,0.3569642390190929,0.4077344667702692
Magpie,678_visualizing_environmental,111,3,3,train,5000.0,30,7,42.27183508872986,0.3677239927127962,0.3406279081801376
Magpie,678_visualizing_environmental,111,3,4,train,5000.0,30,7,35.117947816848755,0.2361878085294815,-1000000.0
Magpie,678_visualizing_environmental,111,3,0,test,5000.0,30,7,59.969950914382935,0.1774625965384146,0.2380204033607781
Magpie,678_visualizing_environmental,111,3,1,test,5000.0,30,7,43.52755284309387,0.0029255515981265,-0.0416303144976717
Magpie,678_visualizing_environmental,111,3,2,test,5000.0,30,7,68.07547783851624,0.3645521362219067,0.2475155603513125
Magpie,678_visualizing_environmental,111,3,3,test,5000.0,30,7,33.98049974441528,0.3728784199207365,0.2898698805783825
Magpie,678_visualizing_environmental,111,3,4,test,5000.0,30,7,39.237765073776245,0.2784022239733577,0.3047418616088154
Magpie,678_visualizing_environmental,111,3,0,,10000.0,30,7,48.38661503791809,0.1774625965384146,0.2380204033607781
Magpie,678_visualizing_environmental,111,3,1,,10000.0,30,7,37.8418071269989,0.0575039470235144,-1000000.0
Magpie,678_visualizing_environmental,111,3,2,,10000.0,30,7,44.55912804603577,0.3722412015860162,0.2876791373078571
Magpie,678_visualizing_environmental,111,3,3,,10000.0,30,7,33.011473178863525,0.3728784198016623,0.2898698806320046
Magpie,678_visualizing_environmental,111,3,4,,10000.0,30,7,32.690690994262695,0.2902827409625861,0.3907531341101641
Magpie,678_visualizing_environmental,111,3,0,train,10000.0,30,7,31.969472885131836,0.1774625965384146,0.2380204033607781
Magpie,678_visualizing_environmental,111,3,1,train,10000.0,30,7,46.79280710220337,0.0575039467415805,-1000000.0
Magpie,678_visualizing_environmental,111,3,2,train,10000.0,30,7,27.62253999710083,0.372241201453987,0.2876791375007794
Magpie,678_visualizing_environmental,111,3,3,train,10000.0,30,7,30.08634114265442,0.3716089161912862,0.3242290769404913
Magpie,678_visualizing_environmental,111,3,4,train,10000.0,30,7,52.79014706611633,0.290282737517242,0.390753133321481
Magpie,678_visualizing_environmental,111,3,0,test,10000.0,30,7,38.76894402503967,0.1774625965384146,0.2380204033607781
Magpie,678_visualizing_environmental,111,3,1,test,10000.0,30,7,45.45435094833374,0.0029255515981265,-0.0416303144976717
Magpie,678_visualizing_environmental,111,3,2,test,10000.0,30,7,43.57419395446777,0.3681752866083075,0.3294253763890112
Magpie,678_visualizing_environmental,111,3,3,test,10000.0,30,7,31.64186716079712,0.3680543015962138,0.3497264782693304
Magpie,678_visualizing_environmental,111,3,4,test,10000.0,30,7,37.58499097824097,0.2784022243893996,0.3047418636087133
FFX,665_sleuth_case2002,147,6,0,,,30,7,11.884310007095335,0.8816844807019328,-6.231816555081265
PySR,665_sleuth_case2002,147,6,0,,,30,7,7.212814092636108,0.3678427716211051,0.0751870845319815
PySR,665_sleuth_case2002,147,6,1,,,30,7,4.939976215362549,0.5797366687825968,0.2644430378532744
PySR,665_sleuth_case2002,147,6,2,,,30,7,4.715198993682861,0.3678427782064135,0.0751576686953571
PySR,665_sleuth_case2002,147,6,3,,,30,7,5.042523145675659,0.3678427783170309,0.0751449247046718
PySR,665_sleuth_case2002,147,6,4,,,30,7,4.984472990036011,0.435753778574907,0.1729301483803773
Magpie,665_sleuth_case2002,147,6,0,,1000.0,30,7,45.33266615867615,0.4770636902172637,0.1978515157394841
Magpie,665_sleuth_case2002,147,6,1,,1000.0,30,7,43.43985724449158,0.4721699078229217,0.2199462031332931
Magpie,665_sleuth_case2002,147,6,2,,1000.0,30,7,41.54570698738098,0.4436563639547221,0.173768457005755
Magpie,665_sleuth_case2002,147,6,3,,1000.0,30,7,49.15878772735596,0.4437909516913755,0.1804953294996633
Magpie,665_sleuth_case2002,147,6,4,,1000.0,30,7,40.57259392738342,0.4458191579321515,0.188363977467187
Magpie,665_sleuth_case2002,147,6,0,train,1000.0,30,7,55.59612202644348,0.476528537922128,0.1990688930256722
Magpie,665_sleuth_case2002,147,6,1,train,1000.0,30,7,46.76306700706482,0.472169907839424,0.2199462026215422
Magpie,665_sleuth_case2002,147,6,2,train,1000.0,30,7,35.61290884017944,0.4798986229054852,0.1697441008710346
Magpie,665_sleuth_case2002,147,6,3,train,1000.0,30,7,38.24593114852905,0.4467750954084278,0.1831712578442818
Magpie,665_sleuth_case2002,147,6,4,train,1000.0,30,7,38.248167991638184,0.4722134393946452,0.2176574511566203
Magpie,665_sleuth_case2002,147,6,0,test,1000.0,30,7,55.14359498023987,0.476528537922128,0.1990688930256722
Magpie,665_sleuth_case2002,147,6,1,test,1000.0,30,7,48.38037300109863,0.472169907839424,0.2199462026215422
Magpie,665_sleuth_case2002,147,6,2,test,1000.0,30,7,37.5552921295166,0.4798986229054852,0.1697441008710346
Magpie,665_sleuth_case2002,147,6,3,test,1000.0,30,7,38.407684326171875,0.4467750954084278,0.1831712578442818
Magpie,665_sleuth_case2002,147,6,4,test,1000.0,30,7,38.30704116821289,0.4722134393946452,0.2176574511566203
Magpie,665_sleuth_case2002,147,6,0,,5000.0,30,7,25.468384981155396,0.4433789146331952,0.1700104818697478
Magpie,665_sleuth_case2002,147,6,1,,5000.0,30,7,44.06326103210449,0.4721699079153701,0.2199462002664114
Magpie,665_sleuth_case2002,147,6,2,,5000.0,30,7,26.156332969665527,0.4438882484399268,0.170243524032436
Magpie,665_sleuth_case2002,147,6,3,,5000.0,30,7,42.452954053878784,0.4437909516912096,0.1804953295085378
Magpie,665_sleuth_case2002,147,6,4,,5000.0,30,7,44.964603900909424,0.4402081502437106,0.1723769509483642
Magpie,665_sleuth_case2002,147,6,0,train,5000.0,30,7,47.24835705757141,0.4433789146336555,0.1700104818748026
Magpie,665_sleuth_case2002,147,6,1,train,5000.0,30,7,29.412446975708008,0.4651507701057885,0.2006297291704359
Magpie,665_sleuth_case2002,147,6,2,train,5000.0,30,7,34.39937686920166,0.4436563639524779,0.1737684569656118
Magpie,665_sleuth_case2002,147,6,3,train,5000.0,30,7,45.933554887771606,0.443790951692513,0.1804953294388327
Magpie,665_sleuth_case2002,147,6,4,train,5000.0,30,7,37.29857683181763,0.4701066155800455,0.2150503940039981
Magpie,665_sleuth_case2002,147,6,0,test,5000.0,30,7,46.94812297821045,0.4433789146336555,0.1700104818748026
Magpie,665_sleuth_case2002,147,6,1,test,5000.0,30,7,29.5380597114563,0.4651507701057885,0.2006297291704359
Magpie,665_sleuth_case2002,147,6,2,test,5000.0,30,7,34.8291277885437,0.4436563639524779,0.1737684569656118
Magpie,665_sleuth_case2002,147,6,3,test,5000.0,30,7,45.32364320755005,0.443790951692513,0.1804953294388327
Magpie,665_sleuth_case2002,147,6,4,test,5000.0,30,7,36.28246593475342,0.4701066155800455,0.2150503940039981
Magpie,665_sleuth_case2002,147,6,0,,10000.0,30,7,30.722697019577023,0.4587461707560271,0.1767125268878607
Magpie,665_sleuth_case2002,147,6,1,,10000.0,30,7,27.04032301902771,0.4684864670647075,0.209418109393484
Magpie,665_sleuth_case2002,147,6,2,,10000.0,30,7,28.050296783447266,0.4507606587679028,0.1980568080132483
Magpie,665_sleuth_case2002,147,6,3,,10000.0,30,7,30.740044116973877,0.4467750952204918,0.1831712571143576
Magpie,665_sleuth_case2002,147,6,4,,10000.0,30,7,28.30310821533203,0.4551435308471855,0.1869451096209671
Magpie,665_sleuth_case2002,147,6,0,train,10000.0,30,7,27.85192394256592,0.4733528661765576,0.206000285171626
Magpie,665_sleuth_case2002,147,6,1,train,10000.0,30,7,26.52609372138977,0.4729296855571387,0.1991998316865711
Magpie,665_sleuth_case2002,147,6,2,train,10000.0,30,7,20.990925073623657,0.4806799275974915,0.1842216944689153
Magpie,665_sleuth_case2002,147,6,3,train,10000.0,30,7,28.34600567817688,0.4437909516913878,0.18049532949901
Magpie,665_sleuth_case2002,147,6,4,train,10000.0,30,7,24.96497797966003,0.4684191135602091,0.2085830923910621
Magpie,665_sleuth_case2002,147,6,0,test,10000.0,30,7,27.95743703842163,0.4733528661765576,0.206000285171626
Magpie,665_sleuth_case2002,147,6,1,test,10000.0,30,7,26.399606943130493,0.4729296855571387,0.1991998316865711
Magpie,665_sleuth_case2002,147,6,2,test,10000.0,30,7,21.11556196212769,0.4806799275974915,0.1842216944689153
Magpie,665_sleuth_case2002,147,6,3,test,10000.0,30,7,28.43131923675537,0.4437909516913878,0.18049532949901
Magpie,665_sleuth_case2002,147,6,4,test,10000.0,30,7,23.07330107688904,0.4684191135602091,0.2085830923910621
FFX,230_machine_cpu,209,6,0,,,30,7,10.858011722564695,0.9872229996855496,0.4186493317145938
PySR,230_machine_cpu,209,6,0,,,30,7,8.308974027633667,0.965157472160314,0.9446141714194116
PySR,230_machine_cpu,209,6,1,,,30,7,4.8584630489349365,0.9408435430476272,0.8066030023880698
PySR,230_machine_cpu,209,6,2,,,30,7,4.850977897644043,0.9614041392542496,0.9515297577463646
PySR,230_machine_cpu,209,6,3,,,30,7,5.281130075454712,0.9442891822631412,0.9211286658109542
PySR,230_machine_cpu,209,6,4,,,30,7,6.24880313873291,0.9408433847363568,0.8066074476809099
Magpie,230_machine_cpu,209,6,0,,1000.0,30,7,49.03256392478943,0.9267968637363224,0.8068799286485572
Magpie,230_machine_cpu,209,6,1,,1000.0,30,7,51.20117211341858,0.9160778407691352,0.6950570406533538
Magpie,230_machine_cpu,209,6,2,,1000.0,30,7,39.67107772827149,0.9059961489470592,0.6581031282144136
Magpie,230_machine_cpu,209,6,3,,1000.0,30,7,31.933682918548584,0.9335456670288592,0.7636271611800909
Magpie,230_machine_cpu,209,6,4,,1000.0,30,7,37.39293098449707,0.912947995272734,0.8106500460542614
Magpie,230_machine_cpu,209,6,0,train,1000.0,30,7,39.86710786819458,0.8829195295011747,0.7701943200220409
Magpie,230_machine_cpu,209,6,1,train,1000.0,30,7,30.862977027893063,0.9206680422667614,0.8250576007398995
Magpie,230_machine_cpu,209,6,2,train,1000.0,30,7,34.24337315559387,0.9155395858246352,0.738968693474869
Magpie,230_machine_cpu,209,6,3,train,1000.0,30,7,48.75712323188782,0.9253814145657718,0.669381129620034
Magpie,230_machine_cpu,209,6,4,train,1000.0,30,7,53.42247676849365,0.9218436426605746,0.8196420028008788
Magpie,230_machine_cpu,209,6,0,test,1000.0,30,7,55.64237308502197,0.9210905341660258,0.7925546644690944
Magpie,230_machine_cpu,209,6,1,test,1000.0,30,7,32.740071296691895,0.914091987250155,0.8388378042379221
Magpie,230_machine_cpu,209,6,2,test,1000.0,30,7,29.90125799179077,0.9098932731345516,0.72628872082852
Magpie,230_machine_cpu,209,6,3,test,1000.0,30,7,41.50364589691162,0.9206238085663568,0.7709364404335177
Magpie,230_machine_cpu,209,6,4,test,1000.0,30,7,45.29607105255127,0.9210953187448364,0.7649927117580283
Magpie,230_machine_cpu,209,6,0,,5000.0,30,7,29.620546102523804,0.933116316439002,0.7628690483674989
Magpie,230_machine_cpu,209,6,1,,5000.0,30,7,55.13916492462158,0.9433388293464848,0.951839175688635
Magpie,230_machine_cpu,209,6,2,,5000.0,30,7,33.418050050735474,0.8629979157973837,0.6466054673948924
Magpie,230_machine_cpu,209,6,3,,5000.0,30,7,33.13508987426758,0.8879231253627391,0.8131005315861533
Magpie,230_machine_cpu,209,6,4,,5000.0,30,7,25.91174292564392,0.8422818772844711,0.5305349358792022
Magpie,230_machine_cpu,209,6,0,train,5000.0,30,7,30.113728761672977,0.8959349659378275,0.8071844957892633
Magpie,230_machine_cpu,209,6,1,train,5000.0,30,7,28.619908094406128,0.8653712748853473,0.6187162290607374
Magpie,230_machine_cpu,209,6,2,train,5000.0,30,7,36.80087089538574,0.9276240710867972,0.7613193003063148
Magpie,230_machine_cpu,209,6,3,train,5000.0,30,7,57.53629279136658,0.8911805881860263,0.8259800069249136
Magpie,230_machine_cpu,209,6,4,train,5000.0,30,7,28.36420202255249,0.93275071344388,0.8188730175609356
Magpie,230_machine_cpu,209,6,0,test,5000.0,30,7,30.809519052505493,0.8945250432982796,0.7948640804791969
Magpie,230_machine_cpu,209,6,1,test,5000.0,30,7,32.603862047195435,0.9136792124497024,0.7523532534245626
Magpie,230_machine_cpu,209,6,2,test,5000.0,30,7,31.690500736236572,0.9270072862688004,0.7640982172047511
Magpie,230_machine_cpu,209,6,3,test,5000.0,30,7,49.320260763168335,0.8827247865554425,0.7898930384878707
Magpie,230_machine_cpu,209,6,4,test,5000.0,30,7,27.006634950637817,0.9332702401266008,0.7506294060326689
Magpie,230_machine_cpu,209,6,0,,10000.0,30,7,25.287492036819454,0.9408024710739092,0.7881684834101708
Magpie,230_machine_cpu,209,6,1,,10000.0,30,7,25.399409770965576,0.8557351656714599,0.6372045165581047
Magpie,230_machine_cpu,209,6,2,,10000.0,30,7,20.751883029937744,0.8099093864969074,0.8751960101967816
Magpie,230_machine_cpu,209,6,3,,10000.0,30,7,32.00197386741638,0.9273413754520476,0.7617957780595168
Magpie,230_machine_cpu,209,6,4,,10000.0,30,7,26.435258150100708,0.8422818717360715,0.5305346963284338
Magpie,230_machine_cpu,209,6,0,train,10000.0,30,7,19.03410530090332,0.9403371391331388,0.9392672094014378
Magpie,230_machine_cpu,209,6,1,train,10000.0,30,7,23.157088041305546,0.916870900594313,0.7186313904453905
Magpie,230_machine_cpu,209,6,2,train,10000.0,30,7,19.654494762420654,0.9310034189308218,0.8004549102911949
Magpie,230_machine_cpu,209,6,3,train,10000.0,30,7,25.255681037902832,0.8943599755166014,0.8138746171604854
Magpie,230_machine_cpu,209,6,4,train,10000.0,30,7,25.360037088394165,0.9200641627661128,0.8613575756737419
Magpie,230_machine_cpu,209,6,0,test,10000.0,30,7,23.498568773269653,0.937102721086884,0.7876533312488866
Magpie,230_machine_cpu,209,6,1,test,10000.0,30,7,26.02552604675293,0.8464937741186853,0.667388368595496
Magpie,230_machine_cpu,209,6,2,test,10000.0,30,7,21.64343023300171,0.8189604158323296,0.934322612627389
Magpie,230_machine_cpu,209,6,3,test,10000.0,30,7,29.770260095596313,0.8941110367966429,0.810838489144379
Magpie,230_machine_cpu,209,6,4,test,10000.0,30,7,29.442492246627808,0.911451240650702,0.7688875578156673
FFX,561_cpu,209,7,0,,,30,7,2.4566030502319336,0.9944770203736152,0.9668600350900604
PySR,561_cpu,209,7,0,,,30,7,6.5563249588012695,0.9961861385665544,0.9651654966012256
PySR,561_cpu,209,7,1,,,30,7,5.040572166442871,0.9938769382878428,0.9248836701853697
PySR,561_cpu,209,7,2,,,30,7,4.9472880363464355,0.991676605601985,0.984687488363342
PySR,561_cpu,209,7,3,,,30,7,5.570109128952026,0.9969689122268268,0.9507753784076988
PySR,561_cpu,209,7,4,,,30,7,5.20221209526062,0.9969844757006076,0.9571693566729412
Magpie,561_cpu,209,7,0,,1000.0,30,7,42.98635697364807,0.9903448934652698,0.974720783879908
Magpie,561_cpu,209,7,1,,1000.0,30,7,39.79354405403137,0.97108487736465,0.7997226664403038
Magpie,561_cpu,209,7,2,,1000.0,30,7,34.6463258266449,0.9900949987300444,0.9186246561562784
Magpie,561_cpu,209,7,3,,1000.0,30,7,54.88785195350647,0.994728921070417,0.9854212966107648
Magpie,561_cpu,209,7,4,,1000.0,30,7,39.184540033340454,0.9911300779612896,0.974829156050158
Magpie,561_cpu,209,7,0,train,1000.0,30,7,40.425074100494385,0.9901681021533216,0.9389253620586112
Magpie,561_cpu,209,7,1,train,1000.0,30,7,37.77033591270447,0.9654485954110756,0.5752745400672634
Magpie,561_cpu,209,7,2,train,1000.0,30,7,37.336992025375366,0.99129835748244,0.965855358214502
Magpie,561_cpu,209,7,3,train,1000.0,30,7,47.486371994018555,0.9870551157041896,0.9327268372209336
Magpie,561_cpu,209,7,4,train,1000.0,30,7,41.23273205757141,0.9880868971039884,0.912651931205898
Magpie,561_cpu,209,7,0,test,1000.0,30,7,42.622650146484375,0.9466177294033118,0.9049445203373556
Magpie,561_cpu,209,7,1,test,1000.0,30,7,36.95051097869873,0.9654931120714318,0.932092777897646
Magpie,561_cpu,209,7,2,test,1000.0,30,7,28.87501311302185,0.9605616945316028,0.8893083098767917
Magpie,561_cpu,209,7,3,test,1000.0,30,7,54.17920112609863,0.9865032138861056,0.9765344005503268
Magpie,561_cpu,209,7,4,test,1000.0,30,7,27.50209927558899,0.9880868971066218,0.912651931080861
Magpie,561_cpu,209,7,0,,5000.0,30,7,46.053130865097046,0.959892308436336,0.9122509031478672
Magpie,561_cpu,209,7,1,,5000.0,30,7,37.47047400474548,0.9649415233331712,0.965935068224764
Magpie,561_cpu,209,7,2,,5000.0,30,7,35.981990814208984,0.9741211196940364,0.9539970423461116
Magpie,561_cpu,209,7,3,,5000.0,30,7,43.3232958316803,0.9930169742084284,0.9250507799029548
Magpie,561_cpu,209,7,4,,5000.0,30,7,27.576709985733032,0.9846662123163462,0.9210277391979548
Magpie,561_cpu,209,7,0,train,5000.0,30,7,38.509592056274414,0.9826978628352644,0.922629447284404
Magpie,561_cpu,209,7,1,train,5000.0,30,7,35.85303997993469,0.9823728766979556,0.9939726028785348
