,Dataset,N,K,Rep,Model,maxgenomelen,maxcohortlen,X_bounds,valsize,mutprob,init_prop,gramfile,n_num_optimisations,prop_consts,Time,Rsq_train,Rsq_test,Size,N_vars_used,N_consts_used,Equation
7745,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.25,0.6,0.12,extended_placeholders.bnf,3,0.75,79.54316592216492,0.7257219544698423,0.6786954400417089,18,2,3,((X[4] * (0.7142 - (X[2] / 7.3265))) + -193.7605)
7746,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.25,0.6,0.12,extended_placeholders.bnf,3,0.75,81.83517932891846,0.7713722546371242,0.6475244830465616,30,3,4,((-308.6649 + X[4]) * (((abs(-21.7910) / (X[2] + 1.3312)) + abs(X[5])) / 21.3400))
7747,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.0,0.6,0.12,extended_placeholders.bnf,3,0.75,95.9436604976654,0.7725580373151157,0.6105888054607127,30,3,4,((((-8.2833 + X[2]) - X[5]) / (X[2] + 2.2461)) * (56.2721 - (X[4] * 0.1830)))
7748,706_sleuth_case1202,93,6,0,Magpie,50,15,test,0.0,0.6,0.12,base_placeholders.bnf,5,0.75,231.3770353794098,0.7868061873426401,0.5751828263904692,36,3,4,((sqrt(sqrt(X[4])) - 4.1229) * (((X[4] - (-72.0145 * X[5])) * 0.3881) + (-287.9855 * (X[2] * 0.3881))))
7749,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.0,0.6,0.12,extended_placeholders.bnf,5,0.75,81.01890182495117,0.7744722168086279,0.6721171147022451,30,3,4,(15.2832 + ((-314.7351 + X[4]) * (0.0005 * (((X[1] / 3751.7261) - X[2]) * X[4]))))
7750,706_sleuth_case1202,93,6,2,Magpie,50,15,test,0.0,0.6,0.12,base_placeholders.bnf,5,0.75,231.86369633674624,0.7883947691088689,0.5887302268460921,49,5,4,(-0.0000 * ((-257.7907 + X[4]) * (((X[4] * -6.1574) * ((X[5] - -6.1574) * (sqrt(sqrt(X[1])) / (X[2] - (-1.8412 + -0.0000))))) - sqrt(X[0]))))
7751,706_sleuth_case1202,93,6,1,Magpie,50,15,test,0.25,1.0,0.12,base_placeholders.bnf,5,0.75,151.82747292518616,0.7708741510443227,0.6323997771204213,31,3,4,((((sqrt(X[2]) - 2.6543) * -0.0273) * (X[4] + (-309.6082 + X[2]))) * (9.7723 + X[5]))
7752,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.5,0.6,0.12,extended_placeholders.bnf,3,0.75,93.99843072891235,0.7765049343052687,0.623939880256997,26,3,3,(((X[4] + -255.9639) * X[4]) * (0.0012 - (X[2] / (X[1] - 6734.8736))))
7753,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.25,1.0,0.12,extended_placeholders.bnf,3,0.75,17.15576457977295,0.7531182023515608,0.7048978232746292,30,3,3,((exp(X[5]) + 19.1598) + (((X[4] + -346.1176) / (abs(X[2]) + 1.1496)) + X[5]))
7754,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.0,1.0,0.12,extended_placeholders.bnf,3,0.75,26.303579330444336,0.7484142615841644,0.7373411821409509,20,2,3,((exp((X[2] * -0.5477)) * (302.6998 - X[4])) * -0.8595)
7755,706_sleuth_case1202,93,6,2,Magpie,50,15,test,0.5,0.6,0.12,base_placeholders.bnf,5,0.75,224.48165655136108,0.690505536471964,0.4101633459970899,19,2,2,(X[4] - (-49.0980 - (sqrt(X[4]) * (X[5] + -21.6266))))
7756,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.25,1.0,0.12,extended_placeholders.bnf,3,0.75,22.0589406490326,0.7508070683154762,0.6645258938469096,26,3,3,((exp((-1695.1058 / X[4])) * X[1]) * (-0.1009 * (X[2] - abs(3.6172))))
7757,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,16.93733239173889,0.6817014605401276,0.5652445040905724,22,2,2,((X[1] * 0.0000) * (-74945.4998 + abs((X[4] * abs(X[4])))))
7758,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.0,1.0,0.12,extended_placeholders.bnf,3,0.75,31.666554927825928,0.7568975145422968,0.6779948447912585,26,3,3,((107.8486 + (-0.3462 * abs(X[4]))) * ((-0.0261 * sqrt(X[1])) + X[2]))
7759,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,24.107616424560547,0.6923261875435706,0.4985001181364518,20,3,2,((exp((-1889.1178 / X[4])) * X[1]) * (0.0047 * X[3]))
7760,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,25.6730318069458,0.6905446677925082,0.4757835693721628,22,3,3,(0.0069 * (X[3] * (X[4] + (-371.2869 + (X[5] * 30.7946)))))
7761,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.25,1.0,0.12,extended_placeholders.bnf,3,0.75,28.57779216766357,0.7690502146958709,0.6867712104794794,28,3,3,((275.4561 - X[4]) * (((abs(X[1]) * -0.0000) * X[4]) / (X[2] - -1.6163)))
7762,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.0,1.0,0.12,extended_placeholders.bnf,3,0.75,33.43842148780823,0.7724044222139941,0.6044637796497749,30,3,4,((((-12.4359 / 1.6825) - X[5]) / (X[2] + 1.6825)) * ((307.5693 - X[4]) * 0.1495))
7763,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.0,0.6,0.12,extended_placeholders.bnf,5,0.75,114.63170623779295,0.7852730022610355,0.6263891276692048,30,3,4,(X[4] * ((X[4] + -245.8424) * (((X[2] * -0.0004) + 0.0009) - (-0.0001 * X[5]))))
7764,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.5,1.0,0.12,extended_placeholders.bnf,5,0.75,20.757195711135864,0.6855085876331883,0.3854450930970113,20,2,3,((X[4] * ((X[5] + 10.6491) * abs(0.0448))) - 167.7656)
7765,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.0,0.6,0.12,extended_placeholders.bnf,5,0.75,102.74811363220216,0.7728259686531769,0.6290211557157969,28,3,4,((X[4] + -307.0245) * abs(((X[2] * -0.3256) - (-0.7338 + (X[5] / -17.4462)))))
7766,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.5,1.0,0.12,extended_placeholders.bnf,5,0.75,28.278883695602417,0.6781094921591996,0.604533914774401,30,3,3,(((X[3] / 158.1838) * X[4]) - abs((abs(X[5]) - (-30.8190 - (X[3] / -0.4561)))))
7767,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,85.13697791099548,0.6853117057724003,0.5400324737702971,18,3,2,((((-311.8964 + X[4]) * X[3]) * 0.0000) * X[1])
7768,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.0,1.0,0.12,extended_placeholders.bnf,5,0.75,45.40449810028076,0.770445400011277,0.6871751582261839,28,3,4,(X[1] * (((-23.9224 / (-1329.7787 + X[4])) - 0.0231) * (exp(0.9457) - X[2])))
7769,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.25,1.0,0.12,extended_placeholders.bnf,5,0.75,32.20004653930664,0.7045670150826546,0.4019806515137893,22,2,2,(X[4] / ((sqrt(X[4]) + (X[5] - abs(-33.6793))) * -0.5615))
7770,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.0,1.0,0.12,extended_placeholders.bnf,5,0.75,44.41881799697876,0.7280906252514917,0.6834568064782962,26,3,3,(-0.7000 * ((((0.1831 * X[2]) * X[4]) - (X[4] + X[3])) - -355.1028))
7771,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.25,0.6,0.12,extended_placeholders.bnf,5,0.75,105.23220825195312,0.7739466532572323,0.7121287957153768,28,3,3,((627.1162 + (-2.5263 * X[4])) * (((exp(X[2]) / X[1]) - 0.0006) * X[4]))
7772,706_sleuth_case1202,93,6,1,Magpie,30,4,test,0.0,1.0,0.12,extended_placeholders.bnf,5,0.75,51.5873806476593,0.7589609183599805,0.68906114888756,24,3,3,((X[4] - 309.6829) * (3.7652 + (26.3955 / (X[2] - log(X[1])))))
7773,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.25,0.6,0.12,extended_placeholders.bnf,5,0.75,107.71520709991456,0.746517214752552,0.7051276343363047,24,3,3,(X[3] * ((3.2494 - X[2]) * abs((-0.8813 - (X[4] / -352.6985)))))
7774,706_sleuth_case1202,93,6,0,Magpie,50,15,test,0.25,1.0,0.12,base_placeholders.bnf,5,0.75,205.23722887039185,0.784612197996585,0.6069828091564897,37,4,3,((((sqrt(sqrt(X[3])) - X[2]) / ((X[1] / X[4]) / (sqrt(X[1]) - 78.4886))) * 0.2080) * (X[4] + -290.7321))
7775,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.25,0.6,0.12,extended_placeholders.bnf,5,0.75,104.7947072982788,0.7437822390591036,0.7395383309174381,16,2,2,((-295.3955 + abs(X[4])) / (X[2] - -1.1504))
7776,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.25,1.0,0.12,extended_placeholders.bnf,5,0.75,42.32709503173828,0.7477904562016746,0.738350395330945,18,2,3,((-298.8424 + X[4]) / ((-1.4374 - X[2]) * -0.8224))
7777,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.5,1.0,0.12,extended_placeholders.bnf,5,0.75,42.28341054916382,0.7014481711147009,0.5254032217311368,26,3,2,(((((X[3] - X[4]) - -196.8205) * -0.0000) * X[3]) * (X[4] * X[1]))
7778,706_sleuth_case1202,93,6,1,Magpie,50,15,test,0.0,1.0,0.12,base_placeholders.bnf,5,0.75,233.32234501838684,0.7895708005780548,0.6538690380678933,47,5,3,(-0.0049 * ((((X[4] + -271.9216) / (sqrt(sqrt(X[2])) - sqrt(sqrt(X[0])))) * ((X[3] * X[5]) - ((-1.8394 + sqrt(X[2])) * X[4]))) - X[4]))
7779,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.25,1.0,0.12,extended_placeholders.bnf,5,0.75,59.7254433631897,0.7050800469190354,0.3692659649810531,24,2,3,((248.4674 - X[4]) * ((-5.2629 - X[5]) * abs((X[4] * 0.0001))))
7780,706_sleuth_case1202,93,6,0,Magpie,30,4,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,108.5023124217987,0.7535866646912585,0.6634430705461958,24,3,3,((-312.7678 + X[4]) * abs((((X[2] / X[1]) - 0.0002) / -0.0002)))
7781,706_sleuth_case1202,93,6,0,Magpie,50,15,test,0.5,1.0,0.12,base_placeholders.bnf,5,0.75,210.68023681640625,0.7217548783692354,0.6570311205635262,31,4,4,((0.0006 * ((((-799.7697 + sqrt((X[3] * X[0]))) * X[2]) + 1153.8678) * X[4])) - 192.2201)
7782,706_sleuth_case1202,93,6,1,Magpie,50,15,test,0.5,1.0,0.12,base_placeholders.bnf,5,0.75,205.67932605743408,0.7451434298492635,0.7180754641776492,22,2,3,((-129.8453 - (-129.8453 / (307.5151 / X[4]))) * (2.2052 - X[2]))
7783,706_sleuth_case1202,93,6,2,Magpie,30,4,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,126.76748776435852,0.7439837471337959,0.7339156047869506,20,2,3,((-302.0337 + abs(X[4])) / (X[2] + (8.5189 + -7.4047)))
7784,706_sleuth_case1202,93,6,0,Magpie,50,15,test,0.0,1.0,0.12,base_placeholders.bnf,5,0.75,274.9974286556244,0.7898704227097563,0.5105318388669491,47,5,4,((-0.0000 * ((((-2.2304 * X[5]) - sqrt(X[4])) + 14.3429) * X[4])) * (X[4] - (26.3956 * ((X[2] * (X[0] / X[1])) * 14.3429))))
7785,706_sleuth_case1202,93,6,2,Magpie,50,15,test,0.0,1.0,0.12,base_placeholders.bnf,5,0.75,263.43487071990967,0.787907606766606,0.5942924320830764,44,5,4,((((((0.0173 * ((-299.3551 + X[4]) * (2.6612 - X[2]))) + X[5]) * (X[4] * sqrt(X[4]))) * X[1]) * sqrt(X[3])) / 91245127.4639)
7786,706_sleuth_case1202,93,6,2,Magpie,50,15,test,0.25,1.0,0.12,base_placeholders.bnf,5,0.75,265.65313053131104,0.761142823290483,0.732448165411401,31,4,3,((0.0344 * ((X[2] + -2.6473) * sqrt(X[3]))) * (367.0187 - (X[4] + (X[0] / X[3]))))
7787,706_sleuth_case1202,93,6,2,Magpie,50,15,test,0.5,1.0,0.12,base_placeholders.bnf,5,0.75,283.8135569095612,0.7005502796653194,0.6405464481065968,19,3,2,((-1.9552 + (sqrt(X[0]) * (0.0001 * X[4]))) * X[3])
7788,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.25,0.6,0.12,extended_placeholders.bnf,3,0.75,103.46497511863708,0.7309652499940246,0.7226634005011563,18,2,3,((X[4] + -301.7900) / (1.3848 + (0.6311 * X[2])))
7789,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.5,0.6,0.12,extended_placeholders.bnf,3,0.75,108.16313195228577,0.7451434327134183,0.7180755341332037,20,2,3,((0.9311 - (X[2] * 0.4222)) * (abs(X[4]) + -307.5150))
7790,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.5,0.6,0.12,extended_placeholders.bnf,3,0.75,119.2156946659088,0.6846224893504207,0.4058573242379414,16,2,1,(X[4] + (sqrt(X[4]) * (X[5] + -19.4170)))
7791,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.25,0.6,0.12,extended_placeholders.bnf,3,0.75,127.57558608055116,0.7889424857650841,0.620595902405046,36,4,4,(((-0.2560 * (X[4] * X[4])) + 19741.8093) * (((X[2] / abs(X[1])) + -0.0003) * (8.8970 + X[5])))
7792,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.5,0.6,0.12,extended_placeholders.bnf,3,0.75,143.58480095863342,0.7626525380481147,0.2381790914987714,46,3,4,abs(((9.5589 + ((abs((((X[1] * -0.0006) - X[2]) + 9.5589)) * ((X[4] * (X[1] - 2638.6163)) - 2587046.3813)) / 9.5589)) / 2638.6163))
7793,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.0,0.6,0.12,extended_placeholders.bnf,3,0.75,150.570476770401,0.7914564823944752,0.5893722800673519,48,4,4,(((X[4] / abs(-16.5167)) + -16.5167) * (((-16.5167 + (X[4] - ((X[5] - X[2]) * -85.9960))) / -0.0236) * (-0.0004 + (X[2] / X[1]))))
7794,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.25,1.0,0.12,extended_placeholders.bnf,3,0.75,95.12181735038756,0.774689832417068,0.6422235915173894,36,4,4,((abs(abs((X[4] - 311.7306))) * ((16.0201 + (X[5] + (X[2] * -7.0073))) * 0.4184)) / log(X[0]))
7795,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.0,1.0,0.12,extended_placeholders.bnf,3,0.75,108.9625964164734,0.7944137362308936,0.5905181531990803,40,4,4,(-0.2777 * ((-284.1526 + X[4]) * (X[2] - abs((-0.0024 * ((X[4] + (X[5] * (X[3] * 1.3118))) - -284.1526))))))
7796,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.25,0.6,0.12,extended_placeholders.bnf,3,0.75,155.73891925811768,0.771750409995372,0.6529912352783325,26,3,3,(X[4] * ((-0.0004 * (X[4] + -276.5689)) * (X[2] - (X[1] / 3333.2043))))
7797,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,101.16259455680849,0.7516613998798771,0.496656142213117,48,3,4,(-99.0065 - ((X[4] * -99.0065) * ((-0.0010 * X[2]) + ((sqrt(X[4]) / sqrt(abs(exp(17.2154)))) + ((1.0004 * X[5]) - abs(X[5]))))))
7798,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.0,0.6,0.12,extended_placeholders.bnf,3,0.75,165.67797136306763,0.7999153273846223,0.6075179421995902,44,4,4,(((X[4] + -246.8698) / (-0.0000 / (1.0002 - exp((X[2] / X[1]))))) / (sqrt(X[4]) + (X[5] + (-38.1126 + exp(X[2])))))
7799,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.0,0.6,0.12,extended_placeholders.bnf,3,0.75,185.6460521221161,0.7891540192255823,0.5817483905991416,48,4,4,(abs(((X[4] * X[4]) - 90082.3305)) * (abs(abs(-0.0001)) * (X[5] - ((0.0000 / (-0.0001 + (-0.0001 * sqrt(X[2])))) * abs(X[1])))))
7800,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.0,1.0,0.12,extended_placeholders.bnf,3,0.75,152.00167989730835,0.7922837346480756,0.5797338922564373,50,4,4,(exp(abs(-2.2663)) - (exp((X[2] / -2.2663)) * ((X[4] * (0.0390 + (0.0003 * (X[4] / -2.2663)))) * (X[5] + (X[1] * exp(-7.1591))))))
7801,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,143.56805062294006,0.7828019842030336,0.5900326817515633,44,3,4,(X[4] * (((((-310.0652 / (abs(X[1]) - 6946.3627)) * X[2]) + (X[1] * -0.0000)) - -0.0009) + (X[4] * abs(abs(-0.0009)))))
7802,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,139.15754437446594,0.711764917744326,0.564139920786466,28,3,3,((((-244.8497 + X[4]) + 1.5845) - ((1123235.0441 * X[2]) / X[1])) / abs(1.5845))
7803,706_sleuth_case1202,93,6,1,Magpie,30,8,test,0.5,0.6,0.12,extended_placeholders.bnf,3,0.75,39.87548065185547,0.7451434410206947,0.7180755619095366,18,2,3,(((0.4222 * X[4]) + -129.8452) * (2.2052 - X[2]))
7804,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.25,1.0,0.12,extended_placeholders.bnf,3,0.75,166.02325057983398,0.7449507220807636,0.7390604076418343,18,2,2,(((0.8104 * X[4]) - 246.9396) / sqrt(exp(X[2])))
7805,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.25,1.0,0.12,extended_placeholders.bnf,5,0.75,113.25749707221983,0.8025773780627337,0.399801493814232,46,5,4,abs(((16.2715 + ((X[4] + -566.6571) / (X[0] / X[4]))) * ((16.2715 + X[5]) + (-438043.5069 / (X[1] * (abs(-5.3860) - X[2]))))))
7806,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,204.5538432598114,0.7657111265895489,0.6848784806604781,32,4,3,((((X[4] - (X[3] - -228.4093)) * -39.3498) * X[3]) * ((X[2] / abs(X[1])) + -0.0003))
7807,706_sleuth_case1202,93,6,0,Magpie,30,8,test,0.5,0.6,0.12,extended_placeholders.bnf,3,0.75,61.85186553001404,0.7565032443397782,0.668034839611878,20,3,2,((exp((-1773.2161 / X[4])) * X[1]) / (X[2] - -2.3131))
7808,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.25,0.6,0.12,extended_placeholders.bnf,5,0.75,220.8825261592865,0.7890871805349456,0.5533212949792647,38,5,4,((0.0000 * X[1]) * (((X[4] - 292.0580) * X[4]) * (X[5] - (-12.4866 + (0.0008 * (X[2] * X[0]))))))
7809,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.0,1.0,0.12,extended_placeholders.bnf,3,0.75,184.3353443145752,0.8155405648765313,0.5609575447221182,50,5,4,((X[4] * (X[4] * X[4])) * (0.0000 + ((((((X[5] / -5.0471) + X[2]) * (X[0] / (X[1] - 6588.3050))) * X[0]) / X[4]) * -0.0000)))
7810,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,224.402244091034,0.7065966074532686,0.5943834970775589,34,3,4,abs(((((X[4] + -346.1245) / ((-98040.2178 / X[4]) / abs(X[3]))) - (0.0263 * X[0])) + 115.7459))
7811,706_sleuth_case1202,93,6,2,Magpie,30,8,test,0.5,0.6,0.12,extended_placeholders.bnf,3,0.75,78.8632173538208,0.7497299343386967,0.7463109724123096,24,3,3,(abs((X[3] + -88.0000)) + ((X[4] - 315.6787) / (X[2] + 1.0988)))
7812,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.0,0.6,0.12,extended_placeholders.bnf,5,0.75,241.058984041214,0.7989823380496062,0.6016897079782105,46,4,4,(abs((15346878.2193 + ((-258781.2151 + (X[4] * X[4])) * X[3]))) / (-262905.0649 / ((exp(X[2]) - 5.9602) / sqrt(abs((5.9602 - X[5]))))))
7813,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.0,0.6,0.12,extended_placeholders.bnf,5,0.75,250.29988646507263,0.7905521787579468,0.5867163916911078,48,4,4,((-0.0033 * (X[4] + -283.8899)) * (((-0.1180 * abs(sqrt(X[4]))) + X[2]) * (abs((X[5] + abs((3.1644 + 3.1644)))) * sqrt(X[3]))))
7814,706_sleuth_case1202,93,6,0,Magpie,30,8,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,54.39075565338135,0.6928489578299107,0.6229960328445129,22,3,2,((X[3] * (X[4] * (-242.5353 + X[4]))) * (X[0] * 0.0000))
7815,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.25,1.0,0.12,extended_placeholders.bnf,3,0.75,205.2445204257965,0.7686553678112895,0.6872773091675769,30,3,3,((X[5] + ((X[4] - 322.7442) * 0.0497)) * abs((sqrt(X[4]) * (X[2] - 0.6124))))
7816,706_sleuth_case1202,93,6,0,Magpie,30,8,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,33.78496766090393,0.6928489578840822,0.622996032938731,22,3,2,(X[4] * (X[0] * ((242.5353 - X[4]) / (-607466197.7304 / X[3]))))
7817,706_sleuth_case1202,93,6,1,Magpie,30,8,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,35.101452589035034,0.7441781711746538,0.7175904565247739,30,3,3,(((X[3] / 0.4776) * X[2]) - ((X[4] / (-0.9898 - X[2])) + (X[3] - -237.5110)))
7818,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.25,0.6,0.12,extended_placeholders.bnf,5,0.75,260.3373658657074,0.7528542201941752,0.6758549784303476,22,3,3,((-296.2157 + X[4]) / (X[2] - (13.2240 / (-9.3303 - X[5]))))
7819,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,266.9113299846649,0.7505940534845388,0.7004114550260898,30,3,4,abs((((1.5943 * ((-0.6916 + X[2]) * (-294.0687 + X[4]))) + exp(X[5])) / 1.1593))
7820,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.0,0.6,0.12,extended_placeholders.bnf,5,0.75,283.8002939224243,0.801692819749801,0.5777330999156486,50,4,4,((((6.7208 + X[5]) * (X[4] - 299.8858)) * 0.0027) / abs((-0.0290 + ((X[4] * (X[2] * (6.7208 - log(X[4])))) / (299.8858 - X[1])))))
7821,706_sleuth_case1202,93,6,1,Magpie,50,4,test,0.25,1.0,0.12,extended_placeholders.bnf,5,0.75,176.9309120178223,0.7680339669199323,0.6555424776798549,36,4,3,(abs(X[1]) * ((((-3.0681 + X[2]) * 0.0000) * X[4]) * (X[3] * ((-92.2512 * -3.0681) - X[4]))))
7822,706_sleuth_case1202,93,6,0,Magpie,30,8,test,0.25,1.0,0.12,extended_placeholders.bnf,5,0.75,48.57145881652832,0.7648370788300707,0.4814975870642426,30,3,3,(((((4.7601 + X[5]) / ((X[2] - -3.5939) / X[4])) * X[4]) / 2221482.1368) * X[4])
7823,706_sleuth_case1202,93,6,1,Magpie,30,8,test,0.0,0.6,0.12,extended_placeholders.bnf,5,0.75,112.02083897590636,0.7785864617417639,0.6277711032855708,30,3,4,(((X[4] * X[5]) - ((X[2] * 3183.0906) + -7169.9672)) * (-0.0296 - (-0.0001 * X[4])))
7824,706_sleuth_case1202,93,6,1,Magpie,30,8,test,0.0,1.0,0.12,extended_placeholders.bnf,5,0.75,52.30168247222901,0.7484142615841644,0.7373411825052688,18,2,3,(-1.1785 * ((X[4] - 302.6998) / (-1.3712 - X[2])))
7825,706_sleuth_case1202,93,6,2,Magpie,30,8,test,0.5,1.0,0.12,extended_placeholders.bnf,3,0.75,62.13412833213806,0.7439837452668524,0.7339155721384644,14,2,2,((X[4] - 302.0337) / (X[2] + 1.1142))
7826,706_sleuth_case1202,93,6,2,Magpie,30,8,test,0.25,0.6,0.12,extended_placeholders.bnf,5,0.75,105.16553616523744,0.7437822393835751,0.7395383292854439,16,2,2,((X[4] - 295.3955) / abs((X[2] - -1.1504)))
7827,706_sleuth_case1202,93,6,0,Magpie,30,8,test,0.0,1.0,0.12,extended_placeholders.bnf,5,0.75,70.50184369087219,0.7728259686531769,0.6290211590857123,30,3,4,((307.0245 - X[4]) * ((((-2.2534 + X[2]) / 942.8296) * 307.0245) - (X[5] * 0.0573)))
7828,706_sleuth_case1202,93,6,0,Magpie,30,8,test,0.25,0.6,0.12,extended_placeholders.bnf,5,0.75,114.89624309539796,0.7048585288403478,0.3574101363036011,22,2,3,(X[4] * (-0.1837 + (0.0001 * ((X[5] - -9.6089) * X[4]))))
7829,706_sleuth_case1202,93,6,1,Magpie,30,8,test,0.5,1.0,0.12,extended_placeholders.bnf,5,0.75,48.73163890838623,0.7701028670147807,0.6416342674588444,28,3,2,(sqrt((abs(X[4]) / exp(X[2]))) * ((X[4] / 30.0453) + (X[5] + -11.9237)))
7830,706_sleuth_case1202,93,6,0,Magpie,30,8,test,0.0,0.6,0.12,extended_placeholders.bnf,5,0.75,137.15373492240906,0.7695293537552574,0.6999705393995197,30,3,4,(X[4] * ((((-2.4133 + X[2]) * ((X[4] - 293.2819) * X[1])) + -445066.1328) * -0.0000))
7831,706_sleuth_case1202,93,6,2,Magpie,30,8,test,0.0,1.0,0.12,extended_placeholders.bnf,5,0.75,71.10744190216064,0.7582748323306323,0.4054530161540741,30,3,4,(-192.7859 - (-0.6984 * (X[4] - (abs(X[2]) * (-202288.5026 / (6994.7877 - abs(X[1])))))))
7832,706_sleuth_case1202,93,6,2,Magpie,30,8,test,0.25,1.0,0.12,extended_placeholders.bnf,5,0.75,59.6460165977478,0.7667202145726939,0.7428747383561948,30,3,4,((-291.2691 + ((X[3] * -0.0160) * ((X[3] + -602.5567) + X[4]))) / (-1.5989 - X[2]))
7833,706_sleuth_case1202,93,6,2,Magpie,50,4,test,0.25,1.0,0.12,extended_placeholders.bnf,5,0.75,198.3044457435608,0.7569720448838748,0.7375444440985499,30,3,3,((((((X[4] * -0.0003) * X[4]) - X[5]) - X[5]) - -25.6039) * (X[2] + -2.6045))
7834,706_sleuth_case1202,93,6,0,Magpie,30,8,test,0.5,1.0,0.12,extended_placeholders.bnf,5,0.75,64.40174889564514,0.6998178465531122,0.5470726467391398,26,3,3,(46.5999 + ((X[3] * X[1]) * ((X[4] * (-396.9982 + X[4])) * 0.0000)))
7835,706_sleuth_case1202,93,6,0,Magpie,50,4,test,0.5,1.0,0.12,extended_placeholders.bnf,5,0.75,196.182678937912,0.7734671194461881,0.556301884635526,42,3,4,(((((X[1] * -0.0001) + (log(X[1]) + -8.1944)) * (-293.8537 + X[4])) * abs(sqrt(X[4]))) / (abs(-2.4607) + X[2]))
7836,706_sleuth_case1202,93,6,1,Magpie,30,8,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,112.04779148101808,0.6711888691342425,0.6029016658992155,14,2,2,(X[3] * ((X[4] * 0.0063) - 1.7908))
7837,706_sleuth_case1202,93,6,2,Magpie,30,8,test,0.5,0.6,0.12,extended_placeholders.bnf,5,0.75,109.0800940990448,0.7190046140437902,0.67226025309701,18,2,3,((-0.1679 * ((X[2] + -4.2374) * X[4])) + -184.4746)
